patient,seed,depth,training_ratio,kernel_size,pi_rmse,mu_rmse,sigma_rmse
patient_3,107,149,0.01,17,0.07416304,0.04167262,0.023046322
patient_3,107,149,0.1,11,0.0455562,0.022812502,0.01379775
patient_3,107,149,0.5,9,0.030227626,0.016543288,0.011486115
patient_3,107,149,1,9,0.023687838,0.012857111,0.008074786
patient_3,108,149,0.01,17,0.073757805,0.041575354,0.022797951
patient_3,108,149,0.1,11,0.045581225,0.022728162,0.013784761
patient_3,108,149,0.5,9,0.030292973,0.016587451,0.011478485
patient_3,108,149,1,9,0.024650464,0.015279966,0.010830093
patient_3,109,149,0.01,17,0.074125074,0.041628465,0.023031356
patient_3,109,149,0.1,11,0.045628894,0.022875857,0.013765346
patient_3,109,149,0.5,9,0.029408013,0.014220133,0.008800427
patient_3,109,149,1,9,0.024654437,0.015259461,0.010879124
patient_3,110,149,0.01,17,0.07375041,0.0412343,0.023098258
patient_3,110,149,0.1,11,0.045314427,0.022119716,0.013392363
patient_3,110,149,0.5,9,0.030165235,0.016473647,0.011438184
patient_3,110,149,1,9,0.02456786,0.015152896,0.010828942
patient_3,111,149,0.01,17,0.073921785,0.041357618,0.02319151
patient_3,111,149,0.1,11,0.0456847,0.022654992,0.013783732
patient_3,111,149,0.5,9,0.030896831,0.017718371,0.012136138
patient_3,111,149,1,9,0.024600653,0.015171135,0.010833168
patient_3,112,149,0.01,17,0.07397423,0.041142434,0.02288286
patient_3,112,149,0.1,11,0.045338206,0.022159766,0.013394769
patient_3,112,149,0.5,9,0.030176213,0.016451187,0.011395916
patient_3,112,149,1,9,0.024574125,0.015145551,0.010856402
patient_3,113,149,0.01,17,0.073575795,0.04181462,0.022896461
patient_3,113,149,0.1,11,0.04556272,0.022844704,0.013764941
patient_3,113,149,0.5,9,0.030896349,0.017787065,0.0120868
patient_3,113,149,1,9,0.023675242,0.012780673,0.008041244
patient_3,114,149,0.01,17,0.0740905,0.041703094,0.022893617
patient_3,114,149,0.1,11,0.04560022,0.022814926,0.013730591
patient_3,114,149,0.5,9,0.030880544,0.017793778,0.012228316
patient_3,114,149,1,9,0.024657777,0.015301043,0.010821321
patient_3,115,149,0.01,17,0.07434024,0.0413299,0.022631943
patient_3,115,149,0.1,11,0.045407366,0.022133805,0.013476078
patient_3,115,149,0.5,9,0.030237423,0.016591996,0.011465289
patient_3,115,149,1,9,0.024571855,0.01513733,0.010855295
patient_3,116,149,0.01,17,0.074109696,0.041670658,0.02307115
patient_3,116,149,0.1,11,0.045593582,0.02273834,0.013681857
patient_3,116,149,0.5,9,0.030264417,0.01654063,0.011393374
patient_3,116,149,1,9,0.024683658,0.015301745,0.010804817
patient_3,117,149,0.01,17,0.07434859,0.041772034,0.023210889
patient_3,117,149,0.1,11,0.045544744,0.022669785,0.01372698
patient_3,117,149,0.5,9,0.030844368,0.017770788,0.012178391
patient_3,117,149,1,9,0.02457932,0.015192258,0.010917246
patient_3,118,149,0.01,17,0.073961586,0.041313123,0.02309027
patient_3,118,149,0.1,11,0.04559257,0.022692783,0.013773198
patient_3,118,149,0.5,9,0.030249193,0.01661718,0.011449198
patient_3,118,149,1,9,0.02462634,0.015221722,0.010857448
patient_3,119,149,0.01,17,0.07409433,0.041725133,0.023245335
patient_3,119,149,0.1,11,0.04550209,0.022909656,0.013826725
patient_3,119,149,0.5,9,0.02942374,0.014289423,0.008877514
patient_3,119,149,1,9,0.0236683,0.012818147,0.008057689
patient_3,120,149,0.01,17,0.07427894,0.04149862,0.02303272
patient_3,120,149,0.1,11,0.045692835,0.022828788,0.013764375
patient_3,120,149,0.5,9,0.030169362,0.016583394,0.011490062
patient_3,120,149,1,9,0.024634954,0.015227372,0.010917561
patient_3,121,149,0.01,17,0.074114084,0.041320425,0.023037678
patient_3,121,149,0.1,11,0.04560001,0.022880381,0.013744285
patient_3,121,149,0.5,9,0.030260587,0.01658199,0.01152194
patient_3,121,149,1,9,0.024657564,0.015271702,0.010843921
patient_3,122,149,0.01,17,0.0743338,0.041550215,0.023043469
patient_3,122,149,0.1,11,0.045573052,0.022652728,0.013589011
patient_3,122,149,0.5,9,0.030802218,0.01764889,0.01215985
patient_3,122,149,1,9,0.023715913,0.012871662,0.008106102
patient_3,123,149,0.01,17,0.074535616,0.041712772,0.023442961
patient_3,123,149,0.1,11,0.045576297,0.022845414,0.013714625
patient_3,123,149,0.5,9,0.030231206,0.016538167,0.011536832
patient_3,123,149,1,9,0.024586776,0.015196765,0.010824346
patient_3,124,149,0.01,17,0.0740666,0.041591868,0.023232406
patient_3,124,149,0.1,11,0.04556344,0.022953527,0.013846761
patient_3,124,149,0.5,9,0.03027135,0.01666682,0.011482355
patient_3,124,149,1,9,0.023708953,0.01290058,0.008097686
patient_3,125,149,0.01,17,0.07447116,0.04174134,0.023066843
patient_3,125,149,0.1,11,0.045431875,0.02232707,0.013525469
patient_3,125,149,0.5,9,0.02940396,0.01418728,0.008812648
patient_3,125,149,1,9,0.023691766,0.012852227,0.008098911
patient_3,126,149,0.01,17,0.07383142,0.04165946,0.023006907
patient_3,126,149,0.1,11,0.045598943,0.022931831,0.013685441
patient_3,126,149,0.5,9,0.030236077,0.016504617,0.011400113
patient_3,126,149,1,9,0.024572968,0.015120396,0.010863712
patient_3,127,149,0.01,17,0.073944315,0.0414327,0.023135528
patient_3,127,149,0.1,11,0.045741484,0.022848126,0.013776678
patient_3,127,149,0.5,9,0.030875167,0.017715009,0.012190536
patient_3,127,149,1,9,0.0236934,0.012851724,0.008050683
patient_3,128,149,0.01,17,0.07429995,0.04185185,0.023384226
patient_3,128,149,0.1,11,0.045539368,0.022780087,0.013816082
patient_3,128,149,0.5,9,0.030245844,0.01658684,0.011526549
patient_3,128,149,1,9,0.023693232,0.012843402,0.008091587
patient_3,129,149,0.01,17,0.074161835,0.04162629,0.023135467
patient_3,129,149,0.1,11,0.04530534,0.0221363,0.013335047
patient_3,129,149,0.5,9,0.030254586,0.016586972,0.011397875
patient_3,129,149,1,9,0.02375127,0.012955956,0.008133962
patient_3,130,149,0.01,17,0.07410829,0.0415399,0.022931436
patient_3,130,149,0.1,11,0.045404024,0.022139216,0.013321211
patient_3,130,149,0.5,9,0.030202633,0.01647733,0.011445328
patient_3,130,149,1,9,0.023690877,0.012826963,0.008061406
patient_3,131,149,0.01,17,0.07443995,0.041783463,0.023121549
patient_3,131,149,0.1,11,0.045722906,0.02296695,0.013773739
patient_3,131,149,0.5,9,0.030959027,0.017822452,0.012098415
patient_3,131,149,1,9,0.024664758,0.015270732,0.010789936
patient_3,132,149,0.01,17,0.07404848,0.04188774,0.02292522
patient_3,132,149,0.1,11,0.045597136,0.022816662,0.013708191
patient_3,132,149,0.5,9,0.030174833,0.016480071,0.011497025
patient_3,132,149,1,9,0.023699572,0.012822114,0.008038503
patient_3,133,149,0.01,17,0.073960744,0.041739907,0.023146821
patient_3,133,149,0.1,11,0.045475367,0.022222996,0.013457808
patient_3,133,149,0.5,9,0.029440977,0.01419476,0.008814728
patient_3,133,149,1,9,0.024643071,0.015247223,0.010804498
patient_3,134,149,0.01,17,0.07411585,0.04126095,0.02294294
patient_3,134,149,0.1,11,0.045611378,0.02290527,0.01371285
patient_3,134,149,0.5,9,0.030906826,0.01781365,0.012153355
patient_3,134,149,1,9,0.02368261,0.012817174,0.00805069
patient_3,135,149,0.01,17,0.07411049,0.04151394,0.02335335
patient_3,135,149,0.1,11,0.045682196,0.022722472,0.013729547
patient_3,135,149,0.5,9,0.030236233,0.01648911,0.01148569
patient_3,135,149,1,9,0.024557305,0.015172481,0.010901203
patient_3,136,149,0.01,17,0.07364045,0.041491147,0.022993943
patient_3,136,149,0.1,11,0.045587257,0.022896843,0.013855814
patient_3,136,149,0.5,9,0.03089856,0.01780506,0.012120984
patient_3,136,149,1,9,0.023729913,0.012911635,0.00809288
patient_3,137,149,0.01,17,0.074210525,0.041329075,0.023200557
patient_3,137,149,0.1,11,0.045362685,0.02215155,0.013417107
patient_3,137,149,0.5,9,0.030944495,0.017693331,0.012137548
patient_3,137,149,1,9,0.024593564,0.015199072,0.01087845
patient_3,138,149,0.01,17,0.07433956,0.04135131,0.022778317
patient_3,138,149,0.1,11,0.045325913,0.02213182,0.01346757
patient_3,138,149,0.5,9,0.02952651,0.014229229,0.00885375
patient_3,138,149,1,9,0.024656778,0.015290452,0.010870454
patient_3,139,149,0.01,17,0.07392953,0.041377556,0.022875242
patient_3,139,149,0.1,11,0.04548885,0.022853043,0.01365702
patient_3,139,149,0.5,9,0.029430479,0.014199129,0.008789957
patient_3,139,149,1,9,0.023728112,0.012880979,0.00806568
patient_3,140,149,0.01,17,0.07402518,0.04129517,0.022903726
patient_3,140,149,0.1,11,0.045549013,0.022878028,0.013741835
patient_3,140,149,0.5,9,0.030226348,0.016564867,0.011486388
patient_3,140,149,1,9,0.024623957,0.015260221,0.010827679
patient_3,141,149,0.01,17,0.07417808,0.03985666,0.020832954
patient_3,141,149,0.1,11,0.04529115,0.022264395,0.013418593
patient_3,141,149,0.5,9,0.030134548,0.01646489,0.011463943
patient_3,141,149,1,9,0.024584765,0.015201516,0.010849251
patient_3,142,149,0.01,17,0.074269034,0.0413846,0.02316472
patient_3,142,149,0.1,11,0.045655828,0.022691676,0.013763591
patient_3,142,149,0.5,9,0.030907426,0.017752849,0.012064138
patient_3,142,149,1,9,0.024618838,0.015186659,0.010849088
patient_3,143,149,0.01,17,0.07411383,0.04170682,0.02318077
patient_3,143,149,0.1,11,0.045577515,0.022877086,0.013735329
patient_3,143,149,0.5,9,0.030218503,0.016542327,0.011484114
patient_3,143,149,1,9,0.024562059,0.015174029,0.010866982
patient_3,144,149,0.01,17,0.074044436,0.041826893,0.022915136
patient_3,144,149,0.1,11,0.045477506,0.022250243,0.01345687
patient_3,144,149,0.5,9,0.030837104,0.017723188,0.012173308
patient_3,144,149,1,9,0.024641413,0.01523547,0.010855421
patient_3,145,149,0.01,17,0.07401318,0.04147727,0.023049152
patient_3,145,149,0.1,11,0.04561928,0.022890259,0.013821175
patient_3,145,149,0.5,9,0.030138075,0.016449315,0.01143831
patient_3,145,149,1,9,0.024587788,0.015207243,0.010789829
patient_3,146,149,0.01,17,0.07355574,0.041939214,0.023273956
patient_3,146,149,0.1,11,0.045453798,0.022351027,0.013466443
patient_3,146,149,0.5,9,0.030252507,0.016566558,0.011519115
patient_3,146,149,1,9,0.024604693,0.015225362,0.010887418
patient_3,147,149,0.01,17,0.07381044,0.041615374,0.023180915
patient_3,147,149,0.1,11,0.04557196,0.022721814,0.013864572
patient_3,147,149,0.5,9,0.030883823,0.017722791,0.012118611
patient_3,147,149,1,9,0.023695935,0.012888913,0.008123829
patient_3,148,149,0.01,17,0.073764175,0.041248485,0.022993086
patient_3,148,149,0.1,11,0.045539774,0.022729976,0.013753921
patient_3,148,149,0.5,9,0.030871935,0.017740872,0.012238401
patient_3,148,149,1,9,0.025633702,0.016751934,0.01177593
patient_3,149,149,0.01,17,0.07413242,0.041831043,0.02303057
patient_3,149,149,0.1,11,0.045483325,0.022284273,0.013395167
patient_3,149,149,0.5,9,0.030221568,0.016513271,0.011484184
patient_3,149,149,1,9,0.024627296,0.01523151,0.010893017
patient_3,150,149,0.01,17,0.07421974,0.041586228,0.022762641
patient_3,150,149,0.1,11,0.045431793,0.022312,0.013390912
patient_3,150,149,0.5,9,0.030212067,0.016560484,0.011444258
patient_3,150,149,1,9,0.02468772,0.015306461,0.010803204
patient_3,151,149,0.01,17,0.07416733,0.04149128,0.02303687
patient_3,151,149,0.1,11,0.045614555,0.022685774,0.01374642
patient_3,151,149,0.5,9,0.030983837,0.0178677,0.012098625
patient_3,151,149,1,9,0.024646422,0.015274969,0.010884568
patient_3,152,149,0.01,17,0.07423862,0.04188862,0.023051774
patient_3,152,149,0.1,11,0.045574017,0.022788169,0.01378705
patient_3,152,149,0.5,9,0.029411417,0.014187072,0.008803722
patient_3,152,149,1,9,0.023670463,0.012834188,0.008084871
patient_3,153,149,0.01,17,0.074196115,0.04157971,0.023020778
patient_3,153,149,0.1,11,0.04556951,0.02290988,0.01363848
patient_3,153,149,0.5,9,0.03030235,0.016707515,0.0114547
patient_3,153,149,1,9,0.02460548,0.015253478,0.010879
patient_3,154,149,0.01,17,0.07403495,0.04165467,0.023011653
patient_3,154,149,0.1,11,0.045467895,0.022137195,0.013387138
patient_3,154,149,0.5,9,0.030272719,0.016478281,0.011464156
patient_3,154,149,1,9,0.023711657,0.012831695,0.008068657
patient_3,155,149,0.01,17,0.07385429,0.04178424,0.023198698
patient_3,155,149,0.1,11,0.04558268,0.022635046,0.013761045
patient_3,155,149,0.5,9,0.030918743,0.017888345,0.012090012
patient_3,155,149,1,9,0.0255844,0.016745351,0.011832269
patient_3,156,149,0.01,17,0.07422737,0.041383583,0.023093404
patient_3,156,149,0.1,11,0.0455601,0.022806767,0.013701448
patient_3,156,149,0.5,9,0.030879712,0.01779038,0.012160393
patient_3,156,149,1,9,0.024578948,0.015192417,0.010871954
patient_3,157,149,0.01,17,0.074378096,0.04165502,0.022942297
patient_3,157,149,0.1,11,0.045608055,0.022804897,0.013662216
patient_3,157,149,0.5,9,0.029429678,0.014259412,0.008867776
patient_3,157,149,1,9,0.024622824,0.015254372,0.010911963
patient_3,158,149,0.01,17,0.07406011,0.041839734,0.023033842
patient_3,158,149,0.1,11,0.045710415,0.02283618,0.013712206
patient_3,158,149,0.5,9,0.030297738,0.016677683,0.011427152
patient_3,158,149,1,9,0.023731047,0.012923654,0.008116677
patient_3,159,149,0.01,17,0.0739493,0.04145773,0.022682397
patient_3,159,149,0.1,11,0.045674715,0.02271561,0.013703259
patient_3,159,149,0.5,9,0.030181231,0.016556531,0.011526773
patient_3,159,149,1,9,0.024598112,0.015233513,0.01081933
patient_3,160,149,0.01,17,0.07383644,0.041555226,0.02314515
patient_3,160,149,0.1,11,0.045413736,0.02230337,0.01341639
patient_3,160,149,0.5,9,0.030253584,0.016550122,0.011418096
patient_3,160,149,1,9,0.024656156,0.015242733,0.010890042
patient_3,161,149,0.01,17,0.074079186,0.04152917,0.023196498
patient_3,161,149,0.1,11,0.045554608,0.022798857,0.013781517
patient_3,161,149,0.5,9,0.030200662,0.016485672,0.01145047
patient_3,161,149,1,9,0.024615223,0.01523537,0.0107765
patient_3,162,149,0.01,17,0.07450883,0.041316178,0.022950942
patient_3,162,149,0.1,11,0.045531966,0.0226918,0.013758484
patient_3,162,149,0.5,9,0.03016119,0.016509185,0.011395566
patient_3,162,149,1,9,0.024649814,0.015250223,0.010857387
patient_3,163,149,0.01,17,0.07419905,0.04164169,0.022893248
patient_3,163,149,0.1,11,0.04548069,0.022533493,0.013729147
patient_3,163,149,0.5,9,0.030252228,0.016541334,0.011376997
patient_3,163,149,1,9,0.02459727,0.015195034,0.010850493
patient_3,164,149,0.01,17,0.07414984,0.04162476,0.022945879
patient_3,164,149,0.1,11,0.045352403,0.022257615,0.013435926
patient_3,164,149,0.5,9,0.0302094,0.016577678,0.011433216
patient_3,164,149,1,9,0.023693966,0.012887025,0.008100439
patient_3,165,149,0.01,17,0.073928446,0.041371293,0.023040995
patient_3,165,149,0.1,11,0.04563683,0.022843923,0.013738323
patient_3,165,149,0.5,9,0.030172251,0.01646451,0.011466716
patient_3,165,149,1,9,0.024586597,0.015158525,0.010857668
patient_3,166,149,0.01,17,0.07416387,0.041544855,0.023061175
patient_3,166,149,0.1,11,0.045723625,0.022790896,0.013770012
patient_3,166,149,0.5,9,0.030891258,0.017804414,0.012158808
patient_3,166,149,1,9,0.025657147,0.016817832,0.011773037
patient_3,167,149,0.01,17,0.07399348,0.04163971,0.0229482
patient_3,167,149,0.1,11,0.045573212,0.022755593,0.013793888
patient_3,167,149,0.5,9,0.030252786,0.016562145,0.011540579
patient_3,167,149,1,9,0.023735572,0.012931126,0.008127958
patient_3,168,149,0.01,17,0.07439537,0.041700643,0.023468737
patient_3,168,149,0.1,11,0.045553423,0.02288563,0.013796303
patient_3,168,149,0.5,9,0.030906036,0.01784222,0.012133893
patient_3,168,149,1,9,0.024644451,0.015245584,0.010821205
patient_3,169,149,0.01,17,0.07401528,0.0416965,0.023056995
patient_3,169,149,0.1,11,0.045636244,0.022799866,0.013757823
patient_3,169,149,0.5,9,0.030235354,0.016508609,0.011490637
patient_3,169,149,1,9,0.023656012,0.012794798,0.008061674
patient_3,170,149,0.01,17,0.073999055,0.04146284,0.02301002
patient_3,170,149,0.1,11,0.04566621,0.022702107,0.013781119
patient_3,170,149,0.5,9,0.030864237,0.017620156,0.012222064
patient_3,170,149,1,9,0.025558969,0.016623346,0.011794058
patient_3,171,149,0.01,17,0.07399101,0.04172326,0.02291069
patient_3,171,149,0.1,11,0.045692913,0.022720227,0.01381945
patient_3,171,149,0.5,9,0.030284105,0.016583608,0.011419663
patient_3,171,149,1,9,0.023692671,0.012824652,0.008053912
patient_3,172,149,0.01,17,0.07413831,0.04131504,0.022957927
patient_3,172,149,0.1,11,0.0453947,0.02214094,0.0134965
patient_3,172,149,0.5,9,0.030215299,0.016569227,0.011490492
patient_3,172,149,1,9,0.024596926,0.015171909,0.010833308
patient_3,173,149,0.01,17,0.074314624,0.041847255,0.023090202
patient_3,173,149,0.1,11,0.045597233,0.022767762,0.013733232
patient_3,173,149,0.5,9,0.030896757,0.017806428,0.012101315
patient_3,173,149,1,9,0.023680985,0.012809387,0.008053724
patient_3,174,149,0.01,17,0.07390294,0.041723356,0.022918815
patient_3,174,149,0.1,11,0.04567659,0.022869866,0.013780681
patient_3,174,149,0.5,9,0.030902738,0.017748632,0.01214629
patient_3,174,149,1,9,0.025532037,0.016653758,0.0118265
patient_3,175,149,0.01,17,0.0738253,0.04149907,0.022589067
patient_3,175,149,0.1,11,0.04531314,0.022025587,0.013429405
patient_3,175,149,0.5,9,0.029502267,0.014225831,0.00882878
patient_3,175,149,1,9,0.02462252,0.015193193,0.010881962
patient_3,176,149,0.01,17,0.07391023,0.041476905,0.023039866
patient_3,176,149,0.1,11,0.045678623,0.022811422,0.013749534
patient_3,176,149,0.5,9,0.029439896,0.014233815,0.008837082
patient_3,176,149,1,9,0.023724152,0.012864742,0.008060831
patient_3,177,149,0.01,17,0.07419748,0.041735377,0.023121202
patient_3,177,149,0.1,11,0.045649126,0.022795128,0.013796292
patient_3,177,149,0.5,9,0.030194543,0.01649556,0.011522309
patient_3,177,149,1,9,0.023676042,0.012796331,0.008038017
patient_3,178,149,0.01,17,0.07390319,0.041624743,0.02292825
patient_3,178,149,0.1,11,0.045638833,0.022830255,0.01375907
patient_3,178,149,0.5,9,0.030213373,0.016521811,0.011493652
patient_3,178,149,1,9,0.02468559,0.015332126,0.010830356
patient_3,179,149,0.01,17,0.074101575,0.041707538,0.022977538
patient_3,179,149,0.1,11,0.04565952,0.022744896,0.01386354
patient_3,179,149,0.5,9,0.030291786,0.016579216,0.011430083
patient_3,179,149,1,9,0.02468304,0.015303072,0.010833565
patient_3,180,149,0.01,17,0.07421781,0.041365184,0.022974191
patient_3,180,149,0.1,11,0.045451093,0.022730632,0.013835916
patient_3,180,149,0.5,9,0.029455526,0.014241911,0.008857139
patient_3,180,149,1,9,0.024632521,0.015298232,0.010829922
patient_3,181,149,0.01,17,0.073806785,0.04159333,0.0230909
patient_3,181,149,0.1,11,0.045260504,0.02210042,0.013512375
patient_3,181,149,0.5,9,0.02945748,0.014230024,0.008793538
patient_3,181,149,1,9,0.02465774,0.01526109,0.010859362
patient_3,182,149,0.01,17,0.07430037,0.04155058,0.023007078
patient_3,182,149,0.1,11,0.045803394,0.022792023,0.013679179
patient_3,182,149,0.5,9,0.030290851,0.016588926,0.011486647
patient_3,182,149,1,9,0.024659902,0.015259185,0.010879698
patient_3,183,149,0.01,17,0.07447357,0.041330982,0.022887254
patient_3,183,149,0.1,11,0.045432344,0.022089154,0.013346711
patient_3,183,149,0.5,9,0.030310685,0.01653689,0.011454652
patient_3,183,149,1,9,0.023718348,0.012805585,0.008037663
patient_3,184,149,0.01,17,0.07376835,0.03968949,0.020855043
patient_3,184,149,0.1,11,0.045560334,0.022303965,0.013411002
patient_3,184,149,0.5,9,0.030227685,0.016494807,0.011553729
patient_3,184,149,1,9,0.023659004,0.012766177,0.007994416
patient_3,185,149,0.01,17,0.07396769,0.041546315,0.02315255
patient_3,185,149,0.1,11,0.04546091,0.022281302,0.013469986
patient_3,185,149,0.5,9,0.02948015,0.014258754,0.008858264
patient_3,185,149,1,9,0.024632616,0.015254337,0.010877701
patient_3,186,149,0.01,17,0.07410517,0.04139705,0.023133036
patient_3,186,149,0.1,11,0.04565919,0.022909703,0.013711792
patient_3,186,149,0.5,9,0.030992834,0.017811451,0.012100224
patient_3,186,149,1,9,0.024710922,0.015327198,0.010794055
patient_3,187,149,0.01,17,0.07389797,0.041285392,0.023136651
patient_3,187,149,0.1,11,0.04566154,0.022808956,0.013765571
patient_3,187,149,0.5,9,0.030895427,0.017810974,0.012143478
patient_3,187,149,1,9,0.02556486,0.01669541,0.011882507
patient_3,188,149,0.01,17,0.07397524,0.03954403,0.020877773
patient_3,188,149,0.1,11,0.04556569,0.02268726,0.013768949
patient_3,188,149,0.5,9,0.030892074,0.017727828,0.012150099
patient_3,188,149,1,9,0.02463574,0.015232776,0.010842484
patient_3,189,149,0.01,17,0.07398795,0.041608386,0.023080721
patient_3,189,149,0.1,11,0.045601323,0.022784883,0.013724673
patient_3,189,149,0.5,9,0.030149262,0.016476132,0.011502109
patient_3,189,149,1,9,0.02461703,0.015251155,0.010760876
patient_3,190,149,0.01,17,0.07393847,0.041616473,0.023001516
patient_3,190,149,0.1,11,0.045626335,0.023009859,0.013876411
patient_3,190,149,0.5,9,0.030875145,0.0176769,0.012146961
